date,horizon,target,actual,naive,arima,var
2018-06-01,1,unrate,4.0,3.8,3.8089971267836176,3.775919265312568
2018-06-01,3,infl_yoy,2.642923856874257,2.781921607842497,2.7450599799293602,2.8545700313676248
2018-06-01,3,unrate,3.8,3.8,3.7687832547525226,3.7083561010395227
2018-06-01,6,infl_yoy,2.147328577667773,2.781921607842497,2.6054222790542614,2.8347737044237107
2018-06-01,6,unrate,3.8,3.8,3.754100342491972,3.6423319190377645
2018-07-01,1,infl_yoy,2.854124785561929,2.8075506935940187,2.71350703358298,2.7607618683265907
2018-07-01,1,unrate,3.8,4.0,3.9662382735965664,3.980111242294925
2018-07-01,3,infl_yoy,2.332055105808828,2.8075506935940187,2.625695457205837,2.73678579251998
2018-07-01,3,unrate,3.7,4.0,3.9902469102644758,3.9762890261284745
2018-07-01,6,infl_yoy,2.0023809043401064,2.8075506935940187,2.5336655870387483,2.569594498308147
2018-07-01,6,unrate,3.9,4.0,4.058438370204016,4.023985870425231
2018-08-01,1,infl_yoy,2.642923856874257,2.854124785561929,2.876123980287813,2.869174768783142
2018-08-01,1,unrate,3.8,3.8,3.818979238678383,3.7806474060926902
2018-08-01,3,infl_yoy,2.492032470218053,2.854124785561929,2.7570704537382174,2.8305711825531694
2018-08-01,3,unrate,3.8,3.8,3.8076888786081637,3.7258620343403
2018-08-01,6,infl_yoy,1.4875893578291333,2.854124785561929,2.6104593264476508,2.757244875196701
2018-08-01,6,unrate,4.0,3.8,3.830354110028514,3.7411903670719724
2018-09-01,1,infl_yoy,2.332055105808828,2.642923856874257,2.469050000868993,2.5413144963309184
2018-09-01,1,unrate,3.7,3.8,3.7907543788100644,3.8024984644656143
2018-09-01,3,infl_yoy,2.147328577667773,2.642923856874257,2.429587090676134,2.5334272394034625
2018-09-01,3,unrate,3.8,3.8,3.787280504110241,3.7994321940244506
2018-09-01,6,infl_yoy,1.5188615351321877,2.642923856874257,2.40239997280254,2.5372516534128557
2018-09-01,6,unrate,3.8,3.8,3.819921599196275,3.8122701858231745
2018-10-01,1,infl_yoy,2.492032470218053,2.332055105808828,2.2834349800614695,2.24348543172548
2018-10-01,1,unrate,3.8,3.7,3.6992630734856604,3.6655914258275306
2018-10-01,3,infl_yoy,2.0023809043401064,2.332055105808828,2.2804521264015136,2.3337958401218373
2018-10-01,3,unrate,3.9,3.7,3.67989419516737,3.6574082452169803
2018-10-01,6,infl_yoy,1.8831863513063984,2.332055105808828,2.2656214009446383,2.448863737678816
2018-10-01,6,unrate,3.8,3.7,3.6932446458279458,3.674737471931393
2018-11-01,1,infl_yoy,2.147328577667773,2.492032470218053,2.556427259043466,2.6193132814431292
2018-11-01,1,unrate,3.8,3.8,3.7898169426954484,3.8169542832076
2018-11-01,3,infl_yoy,1.4875893578291333,2.492032470218053,2.499860359017007,2.609209928847333
2018-11-01,3,unrate,4.0,3.8,3.812562694661986,3.8146734999738734
2018-11-01,6,infl_yoy,2.000583470209061,2.492032470218053,2.439342611344405,2.541788523340129
2018-11-01,6,unrate,3.7,3.8,3.87898599893139,3.879496547995319
2018-12-01,1,infl_yoy,2.0023809043401064,2.147328577667773,1.9594605334114212,2.000359810136831
2018-12-01,1,unrate,3.9,3.8,3.805118891116593,3.792588666748346
2018-12-01,3,infl_yoy,1.5188615351321877,2.147328577667773,2.020173965765935,2.106570097036755
2018-12-01,3,unrate,3.8,3.8,3.837728633564661,3.8514394059883164
2018-12-01,6,infl_yoy,1.7959105553606136,2.147328577667773,2.098917122934821,2.158925199099189
2018-12-01,6,unrate,3.6,3.8,3.918176475511177,3.918516341526205
2019-01-01,1,infl_yoy,1.4875893578291333,2.0023809043401064,2.066813222777091,2.0196105002945544
2019-01-01,1,unrate,4.0,3.9,3.909361296379712,3.92037660133028
2019-01-01,3,infl_yoy,1.8831863513063984,2.0023809043401064,2.1062954102822435,2.0898767591068923
2019-01-01,3,unrate,3.8,3.9,3.9775332969358286,4.000841560718416
2019-01-01,6,infl_yoy,1.671194894390049,2.0023809043401064,2.1408315076566646,2.10461990910645
2019-01-01,6,unrate,3.6,3.9,4.104857060697817,4.114453293605232
2019-02-01,1,infl_yoy,1.5188615351321877,1.4875893578291333,1.3136086235257236,1.3812625621671684
2019-02-01,1,unrate,3.8,4.0,4.027291224603746,4.064148727653526
2019-02-01,3,infl_yoy,2.000583470209061,1.4875893578291333,1.49159992054109,1.4847185068692643
2019-02-01,3,unrate,3.7,4.0,4.12679751004439,4.185209625276819
2019-02-01,6,infl_yoy,1.826331335037068,1.4875893578291333,1.7557893899914627,1.6266995027299636
2019-02-01,6,unrate,3.7,4.0,4.2939793651771625,4.326383507226501
2019-03-01,1,infl_yoy,1.8831863513063984,1.5188615351321877,1.7664218245841878,1.5766518150778093
2019-03-01,1,unrate,3.8,3.8,3.841975479461708,3.855178189704613
2019-03-01,3,infl_yoy,1.7959105553606136,1.5188615351321877,1.8636797237937797,1.716321965184075
2019-03-01,3,unrate,3.6,3.8,3.8761442943881455,3.8959138933146393
2019-03-01,6,infl_yoy,1.7376412106666406,1.5188615351321877,1.9407417481694396,1.9834873476622867
2019-03-01,6,unrate,3.6,3.8,3.954338024923613,3.904726504070614
2019-04-01,1,infl_yoy,2.000583470209061,1.8831863513063984,1.9287983033652418,2.0777284161329397
2019-04-01,1,unrate,3.7,3.8,3.813580964756695,3.826738635117277
2019-04-01,3,infl_yoy,1.671194894390049,1.8831863513063984,1.9943598212755982,2.1595523774332017
2019-04-01,3,unrate,3.6,3.8,3.8427636076010954,3.8385329995338147
2019-04-01,6,infl_yoy,1.6844977040391562,1.8831863513063984,2.094822806029797,2.2854542716793773
2019-04-01,6,unrate,3.5,3.8,3.9140908477937084,3.784151234375442
